apices,coty,In,hypo
Soltor1_01g001010,0,0.248366216673064,0.0986019200900688,0.068668941782206
Soltor1_01g001020,51.385563793203,14.7542273758454,45.7857000287419,25.2038010449567
Soltor1_01g001030,3.52453544350457,13.54297038081,17.5879371263702,18.1924109304165
Soltor1_01g001040,5.92920694784036,4.70918826868021,12.5462715588732,5.70474402899642
Soltor1_01g001050,0,0.0577128943086032,0.0440783894614128,0.659727303978395
Soltor1_01g001060,2.42626103773849,23.5467921006926,3.95248418155267,9.87765302631248
Soltor1_01g001070,0,0.0300699672607185,0,0.136866696607202
Soltor1_01g001080,0,0,0.112032581017208,0
Soltor1_01g001090,86.8976480613536,624.468639619318,611.161479311685,809.397107544594
Soltor1_01g001100,0.267883593827442,4.27998973142108,0.33103110309857,57.6608283125469
Soltor1_01g001110,4.50232757186615,7.82306818656581,155.161902688059,2.29939300918934
Soltor1_01g001120,24.6664256002278,368.765501654485,249.263858034757,198.601831870028
Soltor1_01g001130,0.656476285971108,3.85205769746003,7.47568486446365,13.9606226442601
Soltor1_01g001140,0.126172694286017,0.351556619272202,1.42883167471621,0.342006514312972
Soltor1_01g001150,7.63510916246176,60.0929357317138,47.4651150548992,139.779629203414
Soltor1_01g001160,0,0,0.680613917042331,0.0495588044506528
Soltor1_01g001170,0,5.12052295584186,6.56319373548352,0.807079910107521
Soltor1_01g001180,0.060835109485669,1.3987459856009,2.13756661321483,0.185530561628153
Soltor1_01g001190,5.20082317969856,0,11.8804591933258,0.0437483338434497
Soltor1_01g001200,18.4091626828843,11.3328567276879,22.8192987446549,27.4905156080122
Soltor1_01g001220,1.39153791364707,6.36997743354568,13.3608288139048,10.7614060492636
Soltor1_01g001230,0.104706873106058,0,0,1.68099035992007
Soltor1_01g001240,0.29142895271429,0.206154044310751,0.136378978409389,2.60269064003621
Soltor1_01g001250,0,0.114357031315196,0.583321493397842,0
Soltor1_01g001260,6.13599300105926,0.542394883461626,4.63638882769672,0.952491109459751
Soltor1_01g001270,22.0823846017895,17.1658461490605,26.5361852015995,21.9145352162529
Soltor1_01g001280,7.25711864285191,0.412080804830344,0.562886324900739,4.05289234065835
Soltor1_01g001290,35.020004151536,0.340224721661685,13.0972864482513,0.7626564263337
Soltor1_01g001300,11.8039388757938,9.54834826550119,16.5189841624481,12.6766300255913
Soltor1_01g001310,20.0433292091604,7.39671190128469,19.6547972051211,18.3316131921213
Soltor1_01g001320,7.90063631172248,3.55508783402801,15.872426148707,9.15401864731538
Soltor1_01g001330,0,0.432466167068838,0.141891676662462,1.47869499666945
Soltor1_01g001340,1.45305615895369,200.441850774166,14.4406025903829,52.9876460172718
Soltor1_01g001350,0.7345088632676,0.0253491384825213,0.446697552688905,0.0754192259452457
Soltor1_01g001360,0,0,0.0494259454720158,0
Soltor1_01g001370,4.39682299610469,4.28338866087716,3.08662089957892,3.44287526185826
Soltor1_01g001380,0,0.0760634062528755,0,0.115606846516121
Soltor1_01g001390,0,0,0,0.168267282721923
Soltor1_01g001400,2.84713524475422,0.0303078252287948,1.77960251802734,2.15512459544487
Soltor1_01g001410,22.471475596863,1.02486887339165,15.8447170860859,12.4351322168881
Soltor1_01g001420,7.76358796451479,0.365889974398962,9.14665110760795,5.16393384088435
Soltor1_01g001430,9.33468961901483,1.62791591234188,2.13328568494991,1.61850540958155
Soltor1_01g001450,181.653813716211,20.2909162603827,48.8404479897809,45.3858084859891
